Question,Answer,Context
Q. From fire?,"A. Hunger, thirst, sleep, steadiness, mating.",
Q. The element air produces?,"A. Activity, movement, speed, shame, fear.",
"Q. Similarly, the element ether in the body must be responsible for some consequences.","A. Yes, for lust, anger, greed, pride, and envy.",
"Q. People have many addictions, don’t they? Do these consequences of their composition have anything to do with their travails?","A. You seem to have some doubts. The reason for all the agony is this group of gross qualities. The addictions are also not many, although they may appear so. There are only four types. They are called mental inclinations (vasanas ).",
Q. What are the four habitual inclinations?,"A. The body, mind, wealth, and sex; though there are others, all are ultimately based on these.",
"Q. People, in their pride, strut about blindly; what is this egotism that prods them on? How many varieties of egotism are there?","A. There are four types: vanity of clan, vanity of wealth, vanity of youth, and vanity of scholarship. Though there are other types, they can be grouped under these.11 Prasnothara Vahini Chapter 2. The Fourteen WorldsChapter 2. The Fourteen Worlds",
Q. I have heard it said that the worlds ( lokas ) are all in the body of people! Some experienced people and some who are learned in the scriptures ( sastras ) have said so. Is that true? What are those worlds? Where are they situated?,"A. Yes. They are: the earth in the feet, the atmosphere in the genitals, heaven in the navel, the great world in the heart, the world of good people in the throat, the world of virtue in the brow centre, and the realm of truth on the crest of the head, These worlds, called the upper worlds, are all situated in the body of people. There are also lower worlds. (The upper worlds, in the order given above, are the bhu-loka , bhuvar-loka , swar-loka , mahar-loka , jana- loka, thapo-loka , and sathya-loka .)",
Q. What are the lower worlds? Where do they exist?,"A. The bottomless region in the soles of the feet, the depth of hell on the nails, the great depth in the heels, the bottomless pit in the hip, the infernal region in the knees, the great pit in the thighs, and deepest hell in the anus.",
Q. If all worlds are in the body —the five elements being the components— what happened to the seven legend - ary seas? Are they also in the body or mind?,"A. When the body is the residence for all the worlds, how could only the seven seas have a separate existence?They are also “in” the body. The Seas of Salt (urine), Cane-juice (perspiration), Wine (senses), Ghee (semen), Buttermilk (mucus), Milk (saliva), and Pure Water (tears).",
"Q. You spoke of several types of fire ( agni). What are they, and how are they named?","A. They are called the five fires, because there are five in all: the fire of time, the fire of hunger, the cold fire, the fire of anger, and the fire of knowledge.",
Q. Where do these reside?,"A. In the feet, navel, stomach,  eye, and heart.",
"Q. Besides these, there seem to be varieties of sound. I have heard some talk of them.","A. Yes, there are.",
Q. Are they also in the body? How many types are there? And their names?,"A. There are ten types, all in the gross body itself. They are the sounds of clapping, kettle-drum, insect, drum, bell, cuckoo, small bell, flute, bee, and finally, Om (pranava ). These are the varieties of sound.",
"Q. If all creation is subsumed in this composite of the five elements, the body, please explain the words anda- anda , pinda-anda , and Brahma-anda .","A. Anda-anda  means all this creation, liable to evolution and involution; the movable and immovable nature, as it is often called.",
Q. Swami! I don’t clearly understand this rather complex subject. Please explain it to me by means of some simple illustration.,"A. Well, creation ( anda-anda ) is like the black retina of the eye, the inner principle is like the inner circle within it, and the inner forces of the five elements ( Brahma-anda ) is the light that shines therein. The splendour of that light is Brahma.",
"Q. In this cosmos, which is the human body, what is the best dharma  to follow? Which stage of life ( asrama ) is most conducive for that dharma ? How many stages of life are there in all?","A. There are four stages of life. If you know about them, you can yourselves decide which stage of life you are to fulfil, examining your own achievement, progress, and aptitude. The four stages are: spiritual student ( brahma- charya ), householder ( grihastha ), forest dweller ( vanaprastha ), and renunciant ( sanyasa ).",
Q. Different explanations are given by different people for the word spiritual studentship and the stage it denotes.I wish to know from you the real significance of that stage.,"A. Very well. It is believed that all who haven’t become householders are entitled to be called spiritual students.This is very wrong. Only those who keep their minds away from the delusions of the world, who are constantly engaged in the thought of God, who don’t look at or listen to light or merely entertaining stuff, who pursue good taste, who don’t yield to joy or grief, who keep their minds, intelligence and self-consciousness in good trim by unremitting contemplation of the universal, eternal Supreme principle ( Brahma-thathwa ) —only such deserve the name spiritual student.",
Q. What exactly does householder mean?,"A. Being married and living with spouse and children do not constitute householdership, as most people think.Without giving up the duties assigned to one’s caste  and status, the person has to treat all with equal consider - ation —kinsmen as well as others. One must be aware of the rights of elders and the obligations of juniors; one has to be full of sympathy and willingness to help; one should treat all those who are dependent on one with lov - ing kindness; one must grow wiser with each new experience of the world; one should acquaint oneself with the scriptures ( sastras ) and be alert to do righteous works ( dharma ) and avoid injustice; one must foster and protect one’s spouse and children with a sense of responsibility; one has to trample down the eight egotisms, the conceit that develops from family, wealth, character, personal beauty, youth, scholarship, native place, and even accom - plishments in austerity.Conscious of the four goals of dharma , wealth ( artha ), desire ( kama ), and freedom ( moksha ), with no pride in material possessions though one might have them in large measure; utilising a portion of the day in the service of others; with no designs against any other household, deserving the trust of one’s spouse and having a trusted spouse, each understanding the other and having full faith in the other —such are the ways in which the house - holder manifests.",
"Q. What, then, does forest dweller mean?","A. At that stage, one feels that all dualities are untrue and baseless. One gives up all desires, drops all attachment to the world, dislikes living in crowded places, and is anxious to achieve victory through repetition of a mantra.",
Q. What does renunciation ( sanyasa ) mean?,"A. Renunciation is above and beyond all promptings of sensual or objective pleasure. The renunciate deals with contemplation of the Lord as the very breath of life, an essential necessity always and at all places for sheer exis - tence itself. The renunciate derives joy only from this contemplation and knows that wealth and kinship, affection and attachment are all momentary and liable to decline and end. The renunciate discards the external reminders even of caste  status and ritual sacraments like the sacred thread ceremony ( upanayana ). The rununciate wears the ochre robe of the mendicant, doesn’t live in populous places; lives on whatever little food they get; doesn’t decry the place where there is no food; doesn’t eat twice in the same place or sleep two days in succession in the same place; even conquers the temptation to sleep and eat; cares little for the rigours of the seasons; and is ever joyful and happy in the company of the Lord, who is invoked by meditation.",
"Q. Nowadays, many ochre-robed people move about as renunciates. Are they all equipped with the disciplines mentioned by you now?","A. There is, of course, no paucity of people who are so equipped. But it isn’t possible to say that all are like that.",
"Q. Many, though renunciates, establish ashrams and get themselves established in worldly affairs and posses - sions and struggle for worldly pomp and power. What is to be said of these?","A. For genuine renunciation and for detachment from all mental agitations, institutions like the ashrams you mention are great handicaps. For those who should give up all purposeful effort, the effort for the upkeep and progress of the ashram is an obstacle in the path. I need not tell you by what name such renunciates are to be called. I can only say that they don’t deserve the name renunciate .",
"Q. Swami, how can the growth of the ashrams, which help people like us to know the means of liberation, be a bondage? And how can ashrams get on without money? I hope it is not wrong to accept help that is voluntarily offered.","A. My dear fellow! It is theft if the lock is broken and valuables are taken away, or if they are removed through an opening made in the wall; it is theft if by soft words in open daylight a person persuades you to part with your valuables. If renunciates cast their eyes on wealth, whatever the motive, it is harmful for their spiritual progress.",
Q. They also speak of blissful ascetics. Who are these? What are their qualifications?,"A. Like the forest dwellers ( vanaprasthas ) and renunciates ( sanyasis ), ascetics have to be free from all attach - ment and hatred; they don’t take any interest in their surroundings, be it a forest or town. They aren’t worried in the least. They have no relation with others. They pay no heed to past, present, or future. They move about on thorn and stone, silent, smiling to themselves, ever joyous, ever alert, seeking no comfort and no shelter, seeking no place to sleep or eat. Spiritual bliss ( ananda ) is their food.",
Q. How long is one bound by the obligations and duties ( dharma ) related to the body?,"A. As long as the individual Atma  (jivatma ) is not cognised. When that is discovered and known, there is no more need.",
Q. How long is one aware of this individualized Atma ?,"A. Until the stream joins the sea. Till the stream of individual soul ( jivi) reaches the source from which it came, the Sea of the Highest Atma  (Paramatma ).",
Q. What is freedom ( moksha )?,"A. Freedom is liberation from all that binds. That is to say, the attainment of the ever-existing, ever-stable, ever- pure Atmic  principle ( Atma-thathwa ); getting rid of the ever-changing, ever-unreal, impure body principle.",
"Q. That attainment is not for all, is it, Swami?",A. Why do you say that? Everyone who equips themself can attain it; those who make the effort are attaining it.,
Q. Who needs this spiritual discipline the most?,"A. All who yearn to be saved from the flood of “birth-death”, which is now sweeping them along.",
Q. Baba! What is the cause of a person getting born?,A. The impact of actions ( karma ).,
Q. How many varieties of actions are there?,"A. Three! Bad, good, and mixed. Some add a fourth, the actions of the spiritually wise one ( jnani ), which are neither good nor bad.",
Q. What is bad action?,"A. Bad action are all acts done without the fear of God or of falling into sin; all acts done while under the influ - ence of the six enemies —desire, anger, greed, delusion, pride, and envy ( kama , krodha , lobha , moha , madha , maatsarya ). Also, all acts that reveal the beast in people, that do not indicate that they have discrimination, keen intellect, and detachment; that are devoid of compassion, truth ( sathya ), dharma , peace ( santhi ), and love ( prema ) —these are negative acts.",
Q. And the good acts?,"A. All acts done in fear of God and sin; all acts done with truth, dharma , peace, and love —these are good acts.",
Q. What are the mixed acts?,"A. They are an interesting lot. Though the acts are good, though apparently they are prompted by fear of God and sin, still, they reveal impulses that are quite the opposite. People start rest houses and water-distribution centres, for example, but they don’t pay the servants regularly and well. Their aim is just to win some fame. They give to the poor only useless clothes and worn coins as alms. Whatever they do, their purpose is to get publicity.",
"Q. You also spoke of wise acts, Swami.","A. Yes; “wise act” is the name used for an act done to learn from sacred scriptures, elders, or teachers the way to escape from bondage to duality and the falsity of the world and to develop faith in the values of truth, dharma , peace, and love —all acts that lead to the merging of the individual in the Universal Absolute.",
"Q. Swami, I have often heard people use the word a-manaska . What does it mean?","A. This entire creation, when it is realised as seen only by the eternal seer, the witness, simply disappears, as fog before the sun. That stage is known as a-manaska .",
Q. What happens to the knowledge?,A. Even that disappears!,
"Q. This witness that you spoke of, where does it reside in the dream stage?",A. It is in the individual soul ( jiva); it not only witnesses but also weaves and creates everything it sees.,
Q. And during deep sleep?,A. It is in the full (the modification-less) reality.,
"Q. And, in the fourth stage ( thuriya ), the stage beyond deep sleep?",A. It is merged in the Changeless Entity ( Iswara-sthana ).,
Q. What is meant by the term parama-artha ?,"A. Parama-artha , that is to say, beyond and above this world, which is limited by the body and senses.",
Q. They talk also of Parama-padha . How will that be?,A. It will be devoid of name-form and  deed-form.,
"Q. Swami! Does God transcend the universe, or is He immanent in the universe?","A. He fills the universe and is also beyond it, so there is no place outside Him. All places are inside Him; all names are His; no name is alien to Him.",
Q. How is the Godhead who fills the universe to be referred to?,"A. He can be called by many names: the Limitless Open, Supreme entity, the Highest Goal, the Bodyless, the Fullest Full, and also the Ungraspable-by-Word-or-Thought. He has many names. (He can be called Parama- padha , Parama-artha , A-sarira , Pari-purna , and also Avaang-manogochara .)",
Q. Is this entity ( sat) ancient or new?,"A. Of course, it is ancient and not new.",
Q. What is the ultimate goal of human life ( purusha-artha )?,"A. Why, freedom ( moksha ), of course.",
"Q. Swami, when talking of spiritual knowledge ( vidya ), I have heard people mention the four spiritual knowl - edges. What are they?","A. Metaphysics, the triple sacred science, vocational knowledge, and knowledge of administration of justice.",
Q. These names are all new to me. What exactly is metaphysics?,A. The spiritual knowledge ( vidya ) by which one is able to discriminate between Atma  and non- Atma .,
Q. And the triple sacred science ( thrayee )?,"A. The spiritual knowledge by which one can attain heaven ( swarga ), through appropriate rituals and actions (karma ).",
Q. What does vocational knowledge teach?,A. Agriculture and other productive efforts.,
Q. What is meant by administration of justice?,A. The rulers and guardians of society rule and guard according to this spiritual knowledge ( vidya ); it is essential for earning and enjoying riches and crops.,
Q. Which of these plunge a person into a cycle of births?,"A. All except the first, metaphysics.",
"Q. Mastery of the mind is held essential for spiritual victory. But to purge the mind of all evil, what virtues do we have to cultivate?","A. There are four chief virtues: comradeship, compassion, a kind of joy, and non-involvement ( maithri , karuna , muditha , upeksha ).",
"Q. Swami, I must trouble you to explain these also.","A. Comradeship and the company of the humble and the good, affection for the name and form of the Lord — these are included in maithri . Compassion is the kindness one feels toward the afflicted.",
Q. What is the virtue that is a kind of joy?,"A. That is the joy one feels when meeting people who are charitable, who serve others, who help those in distress, etc.",
Q. Non-involvement?,A. Non-involvement is the feeling of unconcern toward the wicked; neither loving them nor hating them.,
"Q. Just like these four virtues, they also talk of four types of devotion. What are they, Swami?","A. My dear man, all the multifarious types can be included under four categories: the distressed, the desirer of wealth or power, the seeker of spiritual knowledge, and the wise one ( artha , artha-arthi , jijnasu , and jnani ).",
Q. What does artha-arthi  mean?,A. One who desires wealth or spiritual power ( artha ) and who worships God and prays to Him for that boon.,
"Q. Jijnasu , you said. Who are they?",A. Those who seek liberation steadily and strongly and who go in search of the Absolute.,
Q. And the wise one?,"A. One who has escaped from dual consciousness, who has known their identity with the basic truth of the uni - verse.",
"Q. Tell us the names of some who have achieved fame through these types of devotion, Swami. Then it will be - come clearer to us.","A. Oh, there are plenty of names. Among the distressed devotees, I can tell you of Droupadi, Prahlada, and Sakkubai; among the seekers of wealth or power, Druva and Arjuna; among the seekers of spiritual wisdom, Ud - dhava and Radha; and among the wise, Suka and Sanaka.",
"Q. Even those who proceed along the path of spiritual progress toward the goal of freedom ( moksha ) seem to have big obstacles, Swami.","A. Yes, the past, the present, and the future obstacles.",
Q. What are they? What is the obstacle from the past?,A. Recollecting and remembering the past and getting affected by it.,
Q. And the obstacle from the present?,"A. That itself operates in four ways! Attending more to the peculiarities of textual criticism than the sense of the teaching, dullness of the intellect, which prevents one from grasping the words of the elders and the wise, crooked reasoning, and justifying one’s own statement as correct, through an exaggerated conceit.",
Q. What is the nature of obstacles from the future?,A. The future creates obstacles because you anticipate troubles and worry about them even before they come.,
"Q. I have heard people speak of four types of beings, but I’m not quite clear what they are.","A. Egg-born, sweat-born, earth-born, and mammals, Birds are good examples of the first group; lice, etc. of the second; ants, plants, and trees of the third; and people, cattle, etc. of the fourth.",
"Q. Well, Swami! Among these who are theists and who adore God, are there special types?",A. Of course! There are four types among them too.,
Q. Their names?,"A. Twice-born, ascetics, dull-witted, and knowers of the Atma  (dwijas , sages, alpa-buddhis , and vidithatmas ).",
Q. Why are they called so? What is the special feature of each type?,"A. The twice-born recognise God as in the fire they revere, and they worship Him with that conviction.",
Q. The sages?,A. They recognise God in their hearts.,
Q. What about the dull-witted?,"A. They require images, pictures, or some other visible representation of His beauty and glory. They worship such.",
Q. And the knowers of the Atma ?,A. They recognise God as immanent in the universe and see only Him wherever they turn.,
Q. May I ask who among these are the greatest?,"A. Each is great in the stage they may have reached, but naturally, those who can experience the Lord everywhere at all times are the greatest.",
"Q. Swami! What traits of character do we have to avoid?  That is to say, what are the obstacles in the path of one who seeks liberation from the cycle of birth and death?","A. Avoid the six enemies of people: desire, anger, greed, delusion, pride, and envy ( kama , krodha , lobha , mada , and maatsarya ).",
Q. What exactly is desire?,"A. Desire for riches, property, honour, status, fame, children —why list the lot? Attachment to all things of this sensory world, this false, temporary, impure world.",
Q. Anger?,A. Yearning to harm others and causing ruin to them.,
Q. And greed?,"A. Determination that no one else should partake of even a small fraction of what one has earned or what one has; also, that even in times of distress, one’s possessions should not be diminished by use.",
Q. What is the meaning of delusion ( moha )?,"A. The delusion that some people are nearer to one than others and the desire to please them more than others, leading to exertions for earning and accumulating for their sake.",
Q. Pride?,"A. Pride means the swagger that develops when one feels that one has more scholarship or strength or riches or fame than others. Even when people don’t have these, pride makes people move about without reverence for elders and consideration for others’ feelings and craving only their own comfort and security. Pride is extreme egotism.",
"Q. The last that you mentioned is envy. What does that mean, Swami?","A. When others are as happy as yourself, envy makes you miserable; you cannot tolerate it.",
"Q. There are also certain other traits too, like hypocrisy and conceit. What do they indicate?",A. Hypocrisy prompts people to do ceremonies and rituals and to give away vast sums in charity in order to win the applause of the world. Conceit is the pride that haunts a rich and happy person.,
Q. What is the meaning of envy?,"A. The desire that others should get the grief, the misery, and the worry from which one is suffering.",
Q. So it is different from jealousy?,"A. Yes. Jealousy means thinking always of doing evil to others, the preparedness to put up with any trouble in order to satisfy this desire to harm others.All these are called inner foes. As long as one is caught in this net of delusion, which is spread by these foes, the yearning for liberation will not dawn in the mind.",
Q. How then can this delusion disappear?,"A. Why, discrimination ( viveka ) and spiritual wisdom ( vijnana ) will make it disappear.",
Q. For the individual soul ( jivi) reflected in the intellect ( buddhi ) and the Changeless —does one of them super - impose on the other?,"A. Though there may appear to be no superimposition, the superimposition exists.",
Q. How is that?,"A. The Changeless is unattached, unmoved, unaffected, and ever-free. Still, due to the superimposition, it ap - pears differently. This is the result of their coexistence.",
"Q. Some elders say that “That ( Thath )” and “you ( thwam )” are the same, identical. How is that? What does it all mean? Please enlighten me.","A. Take the pot, house, and a pitcher. They are distinct, right? They are not identical. But the space ( akasa ) that is in all of them is the same. When the condition or limitation is removed, the space in the pot, hut, and pitcher all merge with the space that is unconditioned, unlimited. Light is also like this. The light inside and the light outside merge.",
"Q. Well, Swami, You have said that the human being in this body, which is composed of the five elements, has to realise the Atma  encased in the five sheaths. What is a sheath ( kosa), exactly?","A. A sheath is a case, a cover. A sword is put into a scabbard. Money is kept in a treasury. You must realise that the thing kept in this five-fold case is the real “I”. To see one’s own truth, one has to remove the five cases.",
"Q. What are these five, Swami?","A. They are called the food, vital breath, mind, spiritual intelligence, and bliss sheaths ( anna-maya , prana-maya , manomaya , vijnana-maya , ananda-maya  kosas ).",
Q. What does food sheath mean?,"A. This body grew in the womb of the mother with the help of the food ( anna ) taken by the mother. Even after birth, it has grown and is being sustained by food. After death, it becomes part of the Earth, which produces food.",
Q. Of what importance is this food sheath?,"A. It is the gross body, which suffers grief and exults in joy.",
Q. Is that its only name? Or does it have another name?,A. It does. It is also called “place of enjoyment”.,
"Q. The sheath of vital breath, what does that mean?","A. The sphere of the five senses, the five vital airs ( pranas ); they form this cover.",
Q. Swami! It seems there are not only vital airs but other subsidiary vital airs as well.,"A. Yes. They are: belching, blinking, sneezing, yawning, and one that fills the body and causes it to grow fat.",
Q. What does mental sheath mean?,"A. The sphere of the five organs of perception ( jnanendriyas ), plus the mind, of which they have become the instruments. It is inside the sheath of vital air.",
"Q. You often say “mind, mind”; please explain what that mind is.","A. That which makes you feel you are the body and feel all things related to the body as “mine”; that which runs out through the senses to the objects in order to experience the pleasure therefrom. It is thus rendered very un - steady, always flitting from one object to another.",
"Q. Swami! How is one to realise that one is separate from, beyond, and above the food sheath?","A. The body is not evident before birth or after death. It is seen only during the intervening period of time. The body has a beginning and an end, a growth and decay. Such things are “products” or “effects”, and effects are conditioned. So the body is also a limited, conditioned thing.",
Q. How is one to realise that one is beyond the vital air sheath?,"A. At night, when the individual is asleep, the vital airs ( pranas ) are moving; but the individual doesn’t know what is happening in them or around them. The individual doesn’t fight if enemies come during sleep. The in - dividual is inert, inactive, like a log. But “My nature is not this inertness. I am the ever-conscious witness. I am separate from all the sheaths” —thus the individual must discriminate, reflect, and know .",
"Q. We commit many sins and do many meritorious deeds with this body and mind, Swami! They bring about grief or joy. This “I” of which you are speaking, is it “I” the doer, the consumer of the grief or joy?","A. Not for a moment. The one who does is the doer; doing is a modification. Doing produces a modification, doesn’t it? So, one appears as if one is modifying. But the “I” is modificationless. It is the fixed; so it is not af - fected at all. Doer-ism is the quality of the inner psychosomatic instruments ( anthah-karana ). Thus, the “I” takes on the appearance of the doer and the gainer of the fruits of the deed.",
"Q. If so, how can we know about entry into this world and exit from this world into another?","A. The inner instrument, the subtle body ( linga-deha ), moves from this world to another, from one birth to an - other, according to the accumulated merit. It is the limited subtle body that has entries and exits. You, who are like the sky, omnipresent and unaffected, have no arrival into this world or departure to another. You are not of that nature.",
Q. Then what is the means of gaining freedom ( moksha )?,A. Spiritual knowledge ( vijnana ) is the means.,
Q. Some great people say that yoga  is the means. Is that true?,"A. That is also true. There can be two roads to a place, can’t there?",
Q. Which is the better road?,A. Both are good and important. Both take you to the same goal; you just can’t travel on both at the same time.,
Q. Swami! Is spiritual wisdom ( jnana ) acquired by yoga  or is yoga  acquired by spiritual wisdom?,"A. Yoga  gives spiritual wisdom, which confers freedom ( moksha ) easily. This is the correct position.",
Q. What is the effect of yoga ? How does it benefit?,"A. Yoga  is like fire, which is why the phrase “fire of yoga  (yoga-agni )” is used. It burns away all sins, so the inner instrument ( anthah-karana ) is rendered pure. When that happens, spiritual wisdom is born there. The splendour of that spiritual wisdom dispels the darkness of ignorance and delusion; that is the liberation.",
Q. Does yoga  have so much potentiality?,"A. Why ask if it has? It has. However learned people are, however great the detachment, however deep the wis - dom, unless they conquer the senses they cannot qualify for liberation ( moksha ). Without yoga , all these cannot rid themselves of sin. Unless they clear themselves of sin, their inner instrument doesn’t become pure. Without a pure inner instrument, spiritual wisdom ( jnana ) cannot be acquired, and without spiritual wisdom, there can be no liberation. So, yoga  is the very foundation.",
"Q. This is rather hard to follow, Swami! Give me some illustration to make it simpler, even for the unlearned.","A. When a storm is blowing, can anyone light a lamp? So too, when sensual desires are blowing strong, the wisdom-lamp can’t burn; it will go out soon, even if it is lit.",
Q. You have been saying that spiritual wisdom ( jnana ) is essential. What exactly is the function of spiritual wis - dom?,A. Spiritual wisdom makes you realise your own Reality (the Atma-swarupa ).,
"Q. And yoga ? If a person has no yoga , what happens?",A. That person is like a lame person.,
Q. And if a person has no spiritual wisdom?,A. That person is like a blind person.,
"Q. They say that yoga  destroys all blemishes, removes all faults. How does that happen?","A. Can rice become eatable unless it is boiled over a fire? By yoga  and other disciplines, the subconscious mind (chittha ) becomes soft. It is called severe austerity ( tapas ), heat; it becomes hot ( taptha ). Moreover, yoga  and spiritual wisdom are like oil and flame. The oil is yoga  and spiritual wisdom is the illumining flame of the lamp.",
"Q. Swami! Pardon me for asking this. So many people are teaching Vedanta , now. Have they all realised this truth, experienced this Reality?","A. How can this be said? You can judge them yourselves. See if they have purity of heart, purity of thought, pu - rity of mind, knowledge of the inherent and immanent Highest Atma  (Paramatma ) —only such have the right to teach Vedanta , for only they can experience Vedanta .",
"Q. The teaching by those who have no such qualities, will it benefit to a certain extent at least?","A. Fine descriptions of the various delicacies and tasty dishes won’t satisfy a hungry person. The Vedanta  that stops with words is like that. Vedanta  has to be experienced in order to satisfy. Again, listening without eagerness to learn is also ineffective. Unless the teacher has detachment from sense objects, the teaching is but parrot talk.",
"Q. Baba! You say that purity of heart, purity of mind, and knowledge of the immanent and transcendent Supreme Self ( Paramatma ) are essential. Then what use is spiritual practice done through the body, composed of the five elements? Isn’t it enough if one acquires the wisdom ( jnana ) of one’s essential nature?","A. Wonderful fellow! Simply because the rudder is essential, can you take it that the boat is unnecessary? How can you cross the river with only the rudder?",
"Q. Another doubt afflicts me, Swami. Talking of physical disciplines, may I know whether knowledge of Brah - man (Brahma-vidya ) makes any distinction between male and female?","A. Well, my boy! This boat has no such distinction. Knowledge of Brahman  and cleansing of the subconscious mind do not depend on sex at all. All who are ill have the right to the drug that cures, right? So too, all who have the illness of birth and death have the right to knowledge of Brahman , the specific that will cure it. Perhaps not 27 Prasnothara Vahini Chapter 9. Spiritual Wisdom and Y ogaall can afford to have access to that wonder drug, but you can’t argue that some have no right to it.",
"Q. Why, Swami, some Vedanta  scholars say that women have no authority to learn or practise knowledge of Brahman )! The boats are not of the same nature, it seems.","A. My child! As I have said, both have equal right to the specific. But both have to follow a regimen for the drug to act upon the system. Contemplation of the essential basis of oneself is the drug; along with it, the regimen of spiritual wisdom ( jnana ) and renunciation (vairagya) has to be rigourously followed.",
"Q. You were talking of strict regimen. Men should also follow a strict regimen, right?","A. Of course! They are also flesh and blood, bone and marrow; they are also afflicted with illness. Each and every person who is afflicted with birth and death and suffering from this cycle is in need of this medicine. And whoever helps himself to this treatment has to follow the regimen. Man or woman, whoever neglects the regimen cannot get rid of the illness. People cannot afford to say that they are free from it; they have to stick to it closely and ob - serve it strictly. Even if they have had initiation into the spiritual path of Brahma-realisation, if they are devoid of virtues like equanimity ( sama ) and control of the outer senses ( dama ), they cannot save themselves, whether they are men or women.",
"Q. But Swami, why do many scholars who are learned in the scriptures ( sastras ) declare that women have no right to acquire knowledge of Brahman  (Brahma-vidya )? What is the reason?","A. There is no reason at all to declare that women are not entitled to knowledge of Brahman . Vishnu taught his wife, Bhudevi, the glory of the Gita, and the Supreme Lord ( Parameswara ) taught Parvathi the Brahman  prin - ciple ( Brahma-thathwa ) through the Guru-gita . That is what the Guru-gita  means when it says, “Parvathi spoke.” What do these words mean? Besides, the Lord ( Iswara ) initiated Parvathi into yogic  and mantra scriptures. The Brihadaranyaka Upanishad  mentions that Yajnavalkya taught Maitreyi this very same knowledge of Brahman .",
"Q. Swami, others declare that women are not entitled to spiritual studentship ( brahma-charya ) and renunciation (sanyasa ). Is it true? Do the Vedas  prohibit it?","A. The Vedas  have two sections: Actions ( Karma-kanda ) and wisdom ( Jnana-kanda ). The section on actions is for beginners, for the undeveloped; the section on wisdom is for the more advanced, the developed intelligences.",
